name,category,location,website,contact,price_signal,source,score,b2bmap_url
Eco Transfo,Energy & Power,"ad-Dar-al-Bayda, Casablanca",http://www.ecotransfo.ma/,0522964112,,b2bmap.com,5.0,https://b2bmap.com/eco-transfo
