name,category,location,website,contact,price_signal,source,score,b2bmap_url
Maroc Gard,Security & Protection,"Fes, Fes-Boulemane",https://marocgard.com/,0666121600,,b2bmap.com,5.0,https://b2bmap.com/maroc-gard
