name,category,location,website,contact,price_signal,source,score,b2bmap_url
Chameau Marrakech,Business Services,Marrakech-Tensift-Al Haouz,https://marrakechcheval.com/,0643935177,,b2bmap.com,5.0,https://b2bmap.com/chameau-marrakech
