name,category,location,website,contact,price_signal,source,score,b2bmap_url
Story Rabat Hotel Boutique & Spa,Sports & Entertainment,"ar-Ribat, Rabat-Sale-Zammour-Zaer",https://www.story-rabat.com/,0538050800,,b2bmap.com,4.5,https://b2bmap.com/story-rabat-hotel-boutique-spa
